Q,H0+H1+H2+H9
Q528134,H0
Q528135,H0+H1
Q528136,H0+H1
Q528137,H1
Q528138,H1
Q528139,H1
Q529130,H0
Q529131,H0
Q529132,H0
Q529133,H0
Q529134,H0
Q529135,H0
Q529136,H0+H1
Q529137,H0+H1
Q529138,H1
Q529139,H1
Q5312,H0+H1
Q530120,H1
Q530121,H1
Q530122,H0+H1
Q530123,H0+H1
Q530124,H0+H1
Q530125,H0
Q530126,H0
Q530127,H0
Q530128,H0
Q530129,H0
Q531120,H1
Q531121,H1
Q531122,H0+H1
Q531123,H0+H1
Q531124,H0
Q531125,H0
Q531126,H0
Q531127,H0
Q531128,H0
Q531129,H0
Q532120,H0+H1
Q532121,H0+H1
Q532122,H0+H1
Q532123,H0+H1
Q532124,H0+H1
Q532125,H0
Q532126,H0
Q532127,H0
Q532128,H0
Q532129,H0
Q533120,H0
Q533121,H0
Q533122,H0
Q533123,H0+H1
Q533124,H0+H1
Q533125,H0
Q533126,H0
Q533127,H0
Q533128,H0
Q533129,H0
Q534120,H0
Q534121,H0+H1
Q534122,H0+H1
Q534123,H0
Q534124,H0
Q534125,H0
Q534126,H0
Q534127,H0
Q534128,H0
Q534129,H0
Q535120,H0
Q535121,H0+H1
Q535122,H0+H1
Q535123,H0+H1
Q535124,H0+H1
Q535125,H0+H1
Q535126,H0
Q535127,H0
Q535128,H0
Q535129,H0
Q536120,H0
Q536121,H0+H1
Q536122,H1
Q536123,H1
Q536124,H1
Q536125,H0+H1
Q536126,H0
Q536127,H0
Q536128,H0
Q536129,H0
Q537120,H0
Q537121,H0+H1
Q537122,H1
Q537123,H1
Q537124,H1
Q537125,H0+H1
Q537126,H0+H1
Q537127,H0
Q537128,H0
Q537129,H0
Q538120,H0
Q538121,H0+H1
Q538122,H0+H1
Q538123,H1
Q538124,H1
Q538125,H1
Q538126,H0+H1
Q538127,H0
Q538128,H0
Q538129,H0
Q539120,H0
Q539121,H0
Q539122,H0+H1
Q539123,H1
Q539124,H0+H1
Q539125,H0+H1
Q539126,H0+H1
Q539127,H0
Q539128,H0
Q539129,H0
Q5313,H0+H1
Q530130,H0
Q530131,H0
Q530132,H0
Q530133,H0
Q530134,H0
Q530135,H0
Q530136,H0
Q530137,H0+H1
Q530138,H0+H1
Q530139,H0+H1
Q531130,H0
Q531131,H0
Q531132,H0
Q531133,H0
Q531134,H0
Q531135,H0
Q531136,H0
Q531137,H0
Q531138,H0
Q531139,H0+H1
Q532130,H0
Q532131,H0
Q532132,H0
Q532133,H0
Q532134,H0
Q532135,H0
Q532136,H0
Q532137,H0
Q532138,H0
Q532139,H0
Q533130,H0
Q533131,H0
Q533132,H0
Q533133,H0
Q533134,H0
Q533135,H0
Q533136,H0
Q533137,H0
Q533138,H0
Q533139,H0
Q534130,H0
Q534131,H0
Q534132,H0
Q534133,H0
Q534134,H0
Q534135,H0
Q534136,H0
Q534137,H0
Q534138,H0
Q534139,H0
Q535130,H0
Q535131,H0
Q535132,H0
Q535133,H0
Q535134,H0
Q535135,H0
Q535136,H0
Q535137,H0
Q535138,H0
Q535139,H0
Q536130,H0
Q536131,H0
Q536132,H0
Q536133,H0
Q536134,H0
Q536135,H0
Q536136,H0
Q536137,H0
Q536138,H0
Q536139,H0
Q537130,H0
Q537131,H0
Q537132,H0
Q537133,H0
Q537134,H0
Q537135,H0
Q537136,H0
Q537137,H0
Q537138,H0
Q537139,H0
Q538130,H0
Q538131,H0
Q538132,H0
Q538133,H0
Q538134,H0
Q538135,H0
Q538136,H0
Q538137,H0
Q538138,H0
Q538139,H0
Q539130,H0
Q539131,H0
Q539132,H0
Q539133,H0
Q539134,H0
Q539135,H0
Q539136,H0
Q539137,H0
Q539138,H0
Q539139,H0
Q51H,H0+H1
Q5214,H0+H1
Q520140,H1
Q520141,H1
Q520142,H1
Q520143,H1
Q520144,H1
Q520145,H1
Q520146,H1
Q520147,H1
Q520148,H1
Q520149,H1
Q521140,H1
Q521141,H1
Q521142,H1
Q521143,H1
Q521144,H1
Q521145,H1
Q521146,H1
Q521147,H1
Q521148,H1
Q521149,H1
Q522140,H1
Q522141,H1
Q522142,H1
Q522143,H1
Q522144,H1
Q522145,H1
Q522146,H1
Q522147,H1
Q522148,H1
Q522149,H1
Q523140,H1
Q523141,H1
Q523142,H1
Q523143,H1
Q523144,H1
Q523145,H1
Q523146,H1
Q523147,H1
Q523148,H1
Q523149,H1
Q524140,H1
Q524141,H1
Q524142,H1
Q524143,H1
Q524144,H1
Q524145,H1
Q524146,H1
Q524147,H1
Q524148,H1
Q524149,H1
Q525140,H1
Q525141,H1
Q525142,H1
Q525143,H1
Q525144,H1
Q525145,H1
Q525146,H1
Q525147,H0+H1
Q525148,H0+H1
Q525149,H0+H1
Q526140,H1
Q526141,H1
Q526142,H1
Q526143,H1
Q526144,H1
Q526145,H1
Q526146,H0+H1
Q526147,H0+H1
Q526148,H0
Q526149,H0
Q527140,H1
Q527141,H1
Q527142,H1
Q527143,H1
Q527144,H1
Q527145,H0+H1
Q527146,H0+H1
Q527147,H0
Q527148,H0
Q527149,H0
Q528140,H1
Q528141,H1
Q528142,H1
Q528143,H1
Q528144,H1
Q528145,H0+H1
Q528146,H0
Q528147,H0
Q528148,H0
Q528149,H0
Q529140,H1
Q529141,H1
Q529142,H1
Q529143,H1
Q529144,H1
Q529145,H0+H1
Q529146,H0
Q529147,H0
Q529148,H0
Q529149,H0
Q5215,H0+H1
Q520150,H1
Q520151,H1
Q520152,H1
Q520153,H1
Q520154,H1
Q520155,H1
Q520156,H1
Q520157,H1
Q520158,H1
Q520159,H1
Q521150,H1
Q521151,H1
Q521152,H1
Q521153,H1
Q521154,H1
Q521155,H1
Q521156,H1
Q521157,H1
Q521158,H1
Q521159,H1
Q522150,H1
Q522151,H1
Q522152,H1
Q522153,H1
Q522154,H1
Q522155,H1
Q522156,H1
Q522157,H1
Q522158,H1
Q522159,H1
Q523150,H1
Q523151,H1
Q523152,H1
Q523153,H1
Q523154,H1
Q523155,H1
Q523156,H1
Q523157,H1
Q523158,H1
Q523159,H1
Q524150,H1
Q524151,H1
Q524152,H1
Q524153,H1
Q524154,H1
Q524155,H1
Q524156,H1
Q524157,H1
Q524158,H1
Q524159,H1
Q525150,H0+H1
Q525151,H1
Q525152,H1
Q525153,H1
Q525154,H1
Q525155,H1
Q525156,H1
Q525157,H1
Q525158,H1
Q525159,H1
Q526150,H0+H1
Q526151,H0+H1
Q526152,H0+H1
Q526153,H0+H1
Q526154,H1
Q526155,H1
Q526156,H1
Q526157,H1
Q526158,H1
Q526159,H1
Q527150,H0
Q527151,H0
Q527152,H0
Q527153,H0+H1
Q527154,H0+H1
Q527155,H0+H1
Q527156,H0+H1
Q527157,H1
Q527158,H1
Q527159,H1
Q528150,H0
Q528151,H0
Q528152,H0
Q528153,H0
Q528154,H0
Q528155,H0
Q528156,H0+H1
Q528157,H0+H1
Q528158,H0+H1
Q528159,H1
Q529150,H0
Q529151,H0
Q529152,H0
Q529153,H0
Q529154,H0
Q529155,H0
Q529156,H0
Q529157,H0
Q529158,H0+H1
Q529159,H0+H1
Q5314,H0+H1
Q530140,H1
Q530141,H1
Q530142,H1
Q530143,H1
Q530144,H1
Q530145,H0+H1
Q530146,H0
Q530147,H0
Q530148,H0
Q530149,H0
Q531140,H0+H1
Q531141,H1
Q531142,H1
Q531143,H1
Q531144,H0+H1
Q531145,H0+H1
Q531146,H0
Q531147,H0
Q531148,H0
Q531149,H0
Q532140,H0+H1
Q532141,H1
Q532142,H1
Q532143,H0+H1
Q532144,H0+H1
Q532145,H0
Q532146,H0
Q532147,H0
Q532148,H0
Q532149,H0
Q533140,H0+H1
Q533141,H0+H1
Q533142,H1
Q533143,H1
Q533144,H0+H1
Q533145,H0
Q533146,H0
Q533147,H0
Q533148,H0
Q533149,H0
Q534140,H0
Q534141,H0+H1
Q534142,H0+H1
Q534143,H0+H1
Q534144,H0+H1
Q534145,H0
Q534146,H0
Q534147,H0
Q534148,H0
Q534149,H0
Q535140,H0
Q535141,H0
Q535142,H0+H1
Q535143,H0+H1
Q535144,H0
Q535145,H0
Q535146,H0
Q535147,H0
Q535148,H0
Q535149,H0
Q536140,H0
Q536141,H0
Q536142,H0
Q536143,H0
Q536144,H0
Q536145,H0
Q536146,H0
Q536147,H0
Q536148,H0
Q536149,H0
Q537140,H0
Q537141,H0
Q537142,H0
Q537143,H0
Q537144,H0
Q537145,H0
Q537146,H0
Q537147,H0
Q537148,H0
Q537149,H0
Q538140,H0
Q538141,H0
Q538142,H0
Q538143,H0
Q538144,H0
Q538145,H0
Q538146,H0
Q538147,H0
Q538148,H0
Q538149,H0
Q539140,H0
Q539141,H0
Q539142,H0
Q539143,H0
Q539144,H0
Q539145,H0
Q539146,H0
Q539147,H0
Q539148,H0
Q539149,H0
Q5315,H0
Q51I,H0+H1
Q5216,H0+H1
Q520160,H1
Q520161,H1
Q520162,H1
Q520163,H1
Q520164,H1
Q520165,H1
Q520166,H1
Q520167,H1
Q520168,H1
Q520169,H1
Q521160,H1
Q521161,H1
Q521162,H1
Q521163,H1
Q521164,H1
Q521165,H1
Q521166,H1
Q521167,H1
Q521168,H1
Q521169,H1
Q522160,H1
Q522161,H1
Q522162,H1
Q522163,H1
Q522164,H1
Q522165,H1
Q522166,H1
Q522167,H1
Q522168,H1
Q522169,H1
Q523160,H1
Q523161,H1
Q523162,H1
Q523163,H1
Q523164,H1
Q523165,H1
Q523166,H1
Q523167,H1
Q523168,H1
Q523169,H1
Q524160,H1
Q524161,H1
Q524162,H1
Q524163,H1
Q524164,H1
Q524165,H1
Q524166,H1
Q524167,H1
Q524168,H1
Q524169,H1
Q525160,H1
Q525161,H1
Q525162,H1
Q525163,H1
Q525164,H1
Q525165,H1
Q525166,H1
Q525167,H1
Q525168,H1
Q525169,H1
Q526160,H1
Q526161,H0+H1
Q526162,H0+H1
Q526163,H0+H1
Q526164,H0+H1
Q526165,H1
Q526166,H1
Q526167,H1
Q526168,H1
Q526169,H1
Q527160,H0+H1
Q527161,H0+H1
Q527162,H0+H1
Q527163,H0
Q527164,H0+H1
Q527165,H0+H1
Q527166,H0+H1
Q527167,H0+H1
Q527168,H1
Q527169,H1
Q528160,H0+H1
Q528161,H0
Q528162,H0
Q528163,H0
Q528164,H0
Q528165,H0
Q528166,H0
Q528167,H0+H1
Q528168,H0+H1
Q528169,H0+H1
Q529160,H0+H1
Q529161,H0
Q529162,H0
Q529163,H0
Q529164,H0
Q529165,H0
Q529166,H0
Q529167,H0
Q529168,H0
Q529169,H0
Q5217,H0+H1
Q520170,H1
Q520171,H1
Q520172,H1
Q520173,H1
Q520174,H0+H1
Q520175,H0
Q520176,H0
Q520177,H0
Q520178,H0
Q520179,H0
Q521170,H1
Q521171,H1
Q521172,H1
Q521173,H0+H1
Q521174,H0+H1
Q521175,H0
Q521176,H0
Q521177,H0
Q521178,H0
Q521179,H0
Q522170,H1
Q522171,H1
Q522172,H1
Q522173,H0+H1
Q522174,H0
Q522175,H0
Q522176,H0
Q522177,H0
Q522178,H0
Q522179,H0
Q523170,H1
Q523171,H1
Q523172,H1
Q523173,H0+H1
Q523174,H0
Q523175,H0
Q523176,H0
Q523177,H0
Q523178,H0
Q523179,H0
Q524170,H1
Q524171,H1
Q524172,H1
Q524173,H0+H1
Q524174,H0
Q524175,H0
Q524176,H0
Q524177,H0
Q524178,H0
Q524179,H0
Q525170,H1
Q525171,H1
Q525172,H1
Q525173,H0+H1
Q525174,H0
Q525175,H0
Q525176,H0
Q525177,H0
Q525178,H0
Q525179,H0
Q526170,H1
Q526171,H1
Q526172,H1
Q526173,H0+H1
Q526174,H0
Q526175,H0
Q526176,H0
Q526177,H0
Q526178,H0
Q526179,H0
Q527170,H1
Q527171,H1
Q527172,H0+H1
Q527173,H0+H1
Q527174,H0
Q527175,H0
Q527176,H0
Q527177,H0
Q527178,H0
Q527179,H0
Q528170,H0+H1
Q528171,H0+H1
Q528172,H0+H1
Q528173,H0
Q528174,H0
Q528175,H0
Q528176,H0
Q528177,H0
Q528178,H0
Q528179,H0
Q529170,H0+H1
Q529171,H0+H1
Q529172,H0
Q529173,H0
Q529174,H0
Q529175,H0
Q529176,H0
Q529177,H0
Q529178,H0
Q529179,H0
Q5316,H0
Q5317,H0
Q51J,H0
Q51K,H0+H1
Q5410,H1
Q5411,H0+H1
Q540110,H1
Q540111,H1
Q540112,H1
Q540113,H1
Q540114,H1
Q540115,H1
Q540116,H0+H1
Q540117,H0+H1
Q540118,H0
Q540119,H0
Q541110,H1
Q541111,H1
Q541112,H1
Q541113,H1
Q541114,H1
Q541115,H1
Q541116,H1
Q541117,H0+H1
Q541118,H0+H1
Q541119,H0
Q542110,H1
Q542111,H1
Q542112,H1
Q542113,H1
Q542114,H1
Q542115,H1
Q542116,H1
Q542117,H1
Q542118,H0+H1
Q542119,H0+H1
Q543110,H1
Q543111,H1
Q543112,H1
Q543113,H1
Q543114,H1
Q543115,H1
Q543116,H1
Q543117,H1
Q543118,H0+H1
Q543119,H0+H1
Q544110,H1
Q544111,H1
Q544112,H1
Q544113,H1
Q544114,H1
Q544115,H1
Q544116,H1
Q544117,H1
Q544118,H1
Q544119,H0+H1
Q545110,H1
Q545111,H1
Q545112,H1
Q545113,H1
Q545114,H1
Q545115,H1
Q545116,H1
Q545117,H1
Q545118,H1
Q545119,H1
Q546110,H1
Q546111,H1
Q546112,H1
Q546113,H1
Q546114,H1
Q546115,H1
Q546116,H1
Q546117,H1
Q546118,H1
Q546119,H1
Q547110,H1
Q547111,H1
Q547112,H1
Q547113,H1
Q547114,H1
Q547115,H1
Q547116,H1
Q547117,H1
Q547118,H1
Q547119,H1
Q548110,H1
Q548111,H1
Q548112,H1
Q548113,H1
Q548114,H1
Q548115,H1
Q548116,H1
Q548117,H1
Q548118,H1
Q548119,H1
Q549110,H1
Q549111,H1
Q549112,H1
Q549113,H1
Q549114,H1
Q549115,H1
Q549116,H1
Q549117,H1
Q549118,H1
Q549119,H1
Q5510,H1
Q5511,H1
Q51L,H0+H1
Q5412,H0+H1
Q540120,H0
Q540121,H0+H1
Q540122,H0+H1
Q540123,H1
Q540124,H0+H1
Q540125,H0
Q540126,H0
Q540127,H0
Q540128,H0
Q540129,H0
Q541120,H0
Q541121,H0+H1
Q541122,H1
Q541123,H1
Q541124,H0+H1
Q541125,H0
Q541126,H0
Q541127,H0
Q541128,H0
Q541129,H0
Q542120,H0+H1
Q542121,H0+H1
Q542122,H1
Q542123,H1
Q542124,H0+H1
Q542125,H0
Q542126,H0
Q542127,H0
Q542128,H0
Q542129,H0
Q543120,H1
Q543121,H1
Q543122,H1
Q543123,H1
Q543124,H0+H1
Q543125,H0
Q543126,H0
Q543127,H0
Q543128,H0
Q543129,H0
Q544120,H1
Q544121,H1
Q544122,H1
Q544123,H1
Q544124,H0+H1
Q544125,H0
Q544126,H0
Q544127,H0
Q544128,H0
Q544129,H0
Q545120,H1
Q545121,H1
Q545122,H1
Q545123,H1
Q545124,H0+H1
Q545125,H0
Q545126,H0
Q545127,H0
Q545128,H0
Q545129,H0
Q546120,H1
Q546121,H1
Q546122,H1
Q546123,H1
Q546124,H0+H1
Q546125,H0
Q546126,H0
Q546127,H0
Q546128,H0
Q546129,H0
Q547120,H1
Q547121,H1
Q547122,H1
Q547123,H1
Q547124,H0+H1
Q547125,H0
Q547126,H0
Q547127,H0
Q547128,H0
Q547129,H0
Q548120,H1
Q548121,H1
Q548122,H1
Q548123,H1
Q548124,H0+H1
Q548125,H0
Q548126,H0
Q548127,H0
Q548128,H0
Q548129,H0
Q549120,H1
Q549121,H1
Q549122,H1
Q549123,H1
Q549124,H0+H1
Q549125,H0
Q549126,H0
Q549127,H0
Q549128,H0
Q549129,H0
Q5413,H0
Q5512,H0+H1
Q550120,H1
Q550121,H1
Q550122,H1
Q550123,H1
Q550124,H0+H1
Q550125,H0
Q550126,H0
Q550127,H0
Q550128,H0
Q550129,H0
Q551120,H1
Q551121,H1
Q551122,H1
Q551123,H0+H1
Q551124,H0+H1
Q551125,H0
Q551126,H0
Q551127,H0
Q551128,H0
Q551129,H0
Q552120,H1
Q552121,H1
Q552122,H1
Q552123,H0+H1
Q552124,H0+H1
Q552125,H0
Q552126,H0
Q552127,H0
Q552128,H0
Q552129,H0
Q553120,H1
Q553121,H1
Q553122,H1
Q553123,H1
Q553124,H0+H1
Q553125,H0
Q553126,H0
Q553127,H0
Q553128,H0
Q553129,H0
Q554120,H1
Q554121,H1
Q554122,H1
Q554123,H1
Q554124,H0+H1
Q554125,H0
Q554126,H0
Q554127,H0
Q554128,H0
Q554129,H0
Q555120,H1
Q555121,H1
Q555122,H1
Q555123,H1
Q555124,H0+H1
Q555125,H0
Q555126,H0
Q555127,H0
Q555128,H0
Q555129,H0
Q556120,H1
Q556121,H1
Q556122,H1
Q556123,H0+H1
Q556124,H0+H1
Q556125,H0
Q556126,H0
Q556127,H0
Q556128,H0
Q556129,H0
Q557120,H1
Q557121,H1
Q557122,H1
Q557123,H1
Q557124,H0+H1
Q557125,H0
Q557126,H0
Q557127,H0
Q557128,H0
Q557129,H0
Q558120,H1
Q558121,H1
Q558122,H1
Q558123,H1
Q558124,H0+H1
Q558125,H0
Q558126,H0
Q558127,H0
Q558128,H0
Q558129,H0
Q559120,H1
Q559121,H1
Q559122,H1
Q559123,H1
Q559124,H0+H1
Q559125,H0
Q559126,H0
Q559127,H0
Q559128,H0
Q559129,H0
Q5513,H0
Q51M,H0
Q51N,H0
Q51P,H0
Q51Q,H1
Q51R,H0+H1
Q5612,H0+H1
Q560120,H1
Q560121,H1
Q560122,H1
Q560123,H1
Q560124,H0+H1
Q560125,H0
Q560126,H0
Q560127,H0
Q560128,H0
Q560129,H0
Q561120,H1
Q561121,H1
Q561122,H1
Q561123,H1
Q561124,H0+H1
Q561125,H0
Q561126,H0
Q561127,H0
Q561128,H0
Q561129,H0
Q562120,H1
Q562121,H1
Q562122,H1
Q562123,H1
Q562124,H0+H1
Q562125,H0
Q562126,H0
Q562127,H0
Q562128,H0
Q562129,H0
Q563120,H1
Q563121,H1
Q563122,H1
Q563123,H1
Q563124,H0+H1
Q563125,H0+H1
Q563126,H0
Q563127,H0
Q563128,H0
Q563129,H0
Q564120,H1
Q564121,H1
Q564122,H1
Q564123,H1
Q564124,H1
Q564125,H0+H1
Q564126,H0
Q564127,H0
Q564128,H0
Q564129,H0
Q565120,H1
Q565121,H1
Q565122,H1
Q565123,H1
Q565124,H1
Q565125,H0+H1
Q565126,H0
Q565127,H0
Q565128,H0
Q565129,H0
Q566120,H1
Q566121,H1
Q566122,H1
Q566123,H1
Q566124,H1
Q566125,H0+H1
Q566126,H0
Q566127,H0
Q566128,H0
Q566129,H0
Q567120,H1
Q567121,H1
Q567122,H1
Q567123,H1
Q567124,H1
Q567125,H0+H1
Q567126,H0+H1
Q567127,H0
Q567128,H0
Q567129,H0
Q568120,H1
Q568121,H1
Q568122,H1
Q568123,H1
Q568124,H1
Q568125,H1
Q568126,H0+H1
Q568127,H0
Q568128,H0
Q568129,H0
Q569120,H1
Q569121,H1
Q569122,H1
Q569123,H1
Q569124,H1
Q569125,H1
Q569126,H0+H1
Q569127,H0
Q569128,H0
Q569129,H0
Q5613,H0
Q5712,H0+H1
Q570120,H1
Q570121,H1
Q570122,H1
Q570123,H1
Q570124,H1
Q570125,H1
Q570126,H0+H1
Q570127,H0
Q570128,H0
Q570129,H0
Q571120,H1
Q571121,H1
Q571122,H1
Q571123,H1
Q571124,H1
Q571125,H1
Q571126,H0+H1
Q571127,H0+H1
Q571128,H0
Q571129,H0
Q572120,H1
Q572121,H1
Q572122,H1
Q572123,H1
Q572124,H1
Q572125,H1
Q572126,H1
Q572127,H0+H1
Q572128,H0
Q572129,H0
Q573120,H1
Q573121,H1
Q573122,H1
Q573123,H1
Q573124,H1
Q573125,H1
Q573126,H1
Q573127,H0+H1
Q573128,H0
Q573129,H0
Q574120,H1
Q574121,H1
Q574122,H1
Q574123,H1
Q574124,H1
Q574125,H1
Q574126,H1
Q574127,H0+H1
Q574128,H0+H1
Q574129,H0
Q575120,H1
Q575121,H1
Q575122,H1
Q575123,H1
Q575124,H1
Q575125,H1
Q575126,H1
Q575127,H1
Q575128,H0+H1
Q575129,H0
Q576120,H1
Q576121,H1
Q576122,H1
Q576123,H1
Q576124,H1
Q576125,H1
Q576126,H1
Q576127,H1
Q576128,H0+H1
Q576129,H0+H1
Q577120,H1
Q577121,H1
Q577122,H1
Q577123,H1
Q577124,H1
Q577125,H1
Q577126,H1
Q577127,H1
Q577128,H1
Q577129,H0+H1
Q578120,H1
Q578121,H1
Q578122,H1
Q578123,H1
Q578124,H1
Q578125,H1
Q578126,H1
Q578127,H1
Q578128,H1
Q578129,H0+H1
Q579120,H1
Q579121,H1
Q579122,H1
Q579123,H1
Q579124,H1
Q579125,H1
Q579126,H1
Q579127,H1
Q579128,H1
Q579129,H1
Q5713,H0+H1
Q570130,H0
Q570131,H0
Q570132,H0
Q570133,H0
Q570134,H0
Q570135,H0
Q570136,H0
Q570137,H0
Q570138,H0
Q570139,H0
Q571130,H0
Q571131,H0
Q571132,H0
Q571133,H0
Q571134,H0
Q571135,H0
Q571136,H0
Q571137,H0
Q571138,H0
Q571139,H0
Q572130,H0
Q572131,H0
Q572132,H0
Q572133,H0
Q572134,H0
Q572135,H0
Q572136,H0
Q572137,H0
Q572138,H0
Q572139,H0
Q573130,H0
Q573131,H0
Q573132,H0
Q573133,H0
Q573134,H0
Q573135,H0
Q573136,H0
Q573137,H0
Q573138,H0
Q573139,H0
Q574130,H0
Q574131,H0
Q574132,H0
Q574133,H0
Q574134,H0
Q574135,H0
Q574136,H0
Q574137,H0
Q574138,H0
Q574139,H0
Q575130,H0
Q575131,H0
Q575132,H0
Q575133,H0
Q575134,H0
Q575135,H0
Q575136,H0
Q575137,H0
Q575138,H0
Q575139,H0
Q576130,H0
Q576131,H0
Q576132,H0
Q576133,H0
Q576134,H0
Q576135,H0
Q576136,H0
Q576137,H0
Q576138,H0
Q576139,H0
Q577130,H0
Q577131,H0
Q577132,H0
Q577133,H0
Q577134,H0
Q577135,H0
Q577136,H0
Q577137,H0
Q577138,H0
Q577139,H0
Q578130,H0+H1
Q578131,H0
Q578132,H0
Q578133,H0
Q578134,H0
Q578135,H0
Q578136,H0
Q578137,H0
Q578138,H0
Q578139,H0
Q579130,H0+H1
Q579131,H0
Q579132,H0
Q579133,H0
Q579134,H0
Q579135,H0
Q579136,H0
Q579137,H0
Q579138,H0
Q579139,H0
Q51S,H0
Q51T,H0
Q51U,H0
Q51V,H1
Q51W,H0+H1
Q5812,H1
Q5813,H0+H1
Q580130,H0+H1
Q580131,H0+H1
Q580132,H0
Q580133,H0
Q580134,H0
Q580135,H0
Q580136,H0
Q580137,H0
Q580138,H0
Q580139,H0
Q581130,H1
Q581131,H0+H1
Q581132,H0
Q581133,H0
Q581134,H0
Q581135,H0
Q581136,H0
Q581137,H0
Q581138,H0
Q581139,H0
Q582130,H1
Q582131,H0+H1
Q582132,H0+H1
Q582133,H0
Q582134,H0
Q582135,H0
Q582136,H0
Q582137,H0
Q582138,H0
Q582139,H0
Q583130,H1
Q583131,H1
Q583132,H0+H1
Q583133,H0+H1
Q583134,H0
Q583135,H0
Q583136,H0
Q583137,H0
Q583138,H0
Q583139,H0
Q584130,H1
Q584131,H1
Q584132,H1
Q584133,H0+H1
Q584134,H0+H1
Q584135,H0
Q584136,H0
Q584137,H0
Q584138,H0
Q584139,H0
Q585130,H1
Q585131,H1
Q585132,H1
Q585133,H1
Q585134,H0+H1
Q585135,H0+H1
Q585136,H0
Q585137,H0
Q585138,H0
Q585139,H0
Q586130,H1
Q586131,H1
Q586132,H1
Q586133,H1
Q586134,H1
Q586135,H0+H1
Q586136,H0+H1
Q586137,H0
Q586138,H0
Q586139,H0
Q587130,H1
Q587131,H1
Q587132,H1
Q587133,H1
Q587134,H1
Q587135,H1
Q587136,H0+H1
Q587137,H0+H1
Q587138,H0+H1
Q587139,H0
Q588130,H1
Q588131,H1
Q588132,H1
Q588133,H1
Q588134,H1
Q588135,H1
Q588136,H1
Q588137,H1
Q588138,H0+H1
Q588139,H0+H1
Q589130,H1
Q589131,H1
Q589132,H1
Q589133,H1
Q589134,H1
Q589135,H1
Q589136,H1
Q589137,H1
Q589138,H1
Q589139,H0+H1
Q5912,H1
Q5913,H1
Q51X,H0+H1
Q5814,H0+H1
Q580140,H0
Q580141,H0
Q580142,H0
Q580143,H0
Q580144,H0
Q580145,H0
Q580146,H0
Q580147,H0
Q580148,H0
Q580149,H0
Q581140,H0
Q581141,H0
Q581142,H0
Q581143,H0
Q581144,H0
Q581145,H0
Q581146,H0
Q581147,H0
Q581148,H0
Q581149,H0
Q582140,H0
Q582141,H0
Q582142,H0
Q582143,H0
Q582144,H0
Q582145,H0
Q582146,H0
Q582147,H0
Q582148,H0
Q582149,H0
Q583140,H0
Q583141,H0
Q583142,H0
Q583143,H0
Q583144,H0
Q583145,H0
Q583146,H0
Q583147,H0
Q583148,H0
Q583149,H0
Q584140,H0
Q584141,H0
Q584142,H0
Q584143,H0
Q584144,H0
Q584145,H0
Q584146,H0
Q584147,H0
Q584148,H0
Q584149,H0
Q585140,H0
Q585141,H0
Q585142,H0
Q585143,H0
Q585144,H0
Q585145,H0
Q585146,H0
Q585147,H0
Q585148,H0
Q585149,H0
Q586140,H0
Q586141,H0
Q586142,H0
Q586143,H0
Q586144,H0
Q586145,H0
Q586146,H0
Q586147,H0
Q586148,H0
Q586149,H0
Q587140,H0
Q587141,H0
Q587142,H0
Q587143,H0
Q587144,H0
Q587145,H0
Q587146,H0
Q587147,H0
Q587148,H0
Q587149,H0
Q588140,H0
Q588141,H0
Q588142,H0
Q588143,H0
Q588144,H0
Q588145,H0
Q588146,H0
Q588147,H0
Q588148,H0
Q588149,H0
Q589140,H0+H1
Q589141,H0
Q589142,H0
Q589143,H0
Q589144,H0
Q589145,H0
Q589146,H0
Q589147,H0
Q589148,H0
Q589149,H0
Q5815,H0
Q5914,H0+H1
Q590140,H0+H1
Q590141,H0
Q590142,H0
Q590143,H0
Q590144,H0
Q590145,H0
Q590146,H0
Q590147,H0
Q590148,H0
Q590149,H0
Q591140,H0+H1
Q591141,H0+H1
Q591142,H0
Q591143,H0
Q591144,H0
Q591145,H0
Q591146,H0
Q591147,H0
Q591148,H0
Q591149,H0
Q592140,H1
Q592141,H0+H1
Q592142,H0
Q592143,H0
Q592144,H0
Q592145,H0
Q592146,H0
Q592147,H0
Q592148,H0
Q592149,H0
Q593140,H1
Q593141,H0+H1
Q593142,H0+H1
Q593143,H0
Q593144,H0
Q593145,H0
Q593146,H0
Q593147,H0
Q593148,H0
Q593149,H0
Q594140,H1
Q594141,H1
Q594142,H0+H1
Q594143,H0+H1
Q594144,H0
Q594145,H0
Q594146,H0
Q594147,H0
Q594148,H0
Q594149,H0
Q595140,H1
Q595141,H1
Q595142,H1
Q595143,H0+H1
Q595144,H0+H1
Q595145,H0
Q595146,H0
Q595147,H0
Q595148,H0
Q595149,H0
Q596140,H1
Q596141,H1
Q596142,H1
Q596143,H1
Q596144,H0+H1
Q596145,H0+H1
Q596146,H0
Q596147,H0
Q596148,H0
Q596149,H0
Q597140,H1
Q597141,H1
Q597142,H1
Q597143,H1
Q597144,H1
Q597145,H0+H1
Q597146,H0+H1
Q597147,H0
Q597148,H0
Q597149,H0
Q598140,H1
Q598141,H1
Q598142,H1
Q598143,H1
Q598144,H1
Q598145,H1
Q598146,H0+H1
Q598147,H0
Q598148,H0
Q598149,H0
Q599140,H1
Q599141,H1
Q599142,H1
Q599143,H1
Q599144,H1
Q599145,H1
Q599146,H0+H1
Q599147,H0+H1
Q599148,H0
Q599149,H0
